,category,latitude,location,longitude,name
48,Shop & Service,48.859825,L1,2.3544168,Mille Creations
49,Shop & Service,48.863577,L1,2.350793,Office DEPOT
0,Bus Stop,48.863260709022036,L1,2.3516529860789617,Arrêt Sébastopol – Étienne Marcel [29]
1,Bus Stop,48.86282227864511,L1,2.3545246411534486,"Arrêt Grenier Saint-Lazare - Quartier de l'Horloge [29,38,47,75,N12,N13,N14,N23]"
2,Bus Stop,48.860358767868966,L1,2.352556081626707,"Arrêt Centre Georges Pompidou [38,47,75,N12,N13,N14,N23]"
0,Metro Station,48.86129798946961,L1,2.3531059679887547,Métro Rambuteau [11]
0,Nightlife Spot,48.862190369740006,L1,2.351964523258019,Café La Fusée
1,Nightlife Spot,48.8615806790435,L1,2.3506674873934643,Le Barberousse
2,Nightlife Spot,48.86204211884994,L1,2.3538848815673097,Le Trente Neuf
3,Nightlife Spot,48.861336,L1,2.3539238,Poupée
4,Nightlife Spot,48.86133022969317,L1,2.3506561816343217,The Brooklyn
5,Nightlife Spot,48.860017542928325,L1,2.3520585894584656,Georges
6,Nightlife Spot,48.862198,L1,2.351683,Everest
7,Nightlife Spot,48.861843184609775,L1,2.350997435989082,Wine Touch
8,Nightlife Spot,48.86263758334039,L1,2.352193627560694,Le Carlie
9,Nightlife Spot,48.862189001987815,L1,2.351950608072152,Jojo
10,Nightlife Spot,48.862641866918665,L1,2.3521632622418487,le Bar Ouf
11,Nightlife Spot,48.86259736233696,L1,2.3519405722618103,Workshop Paris
12,Nightlife Spot,48.86198594657277,L1,2.351725995540619,Le 153
13,Nightlife Spot,48.8625118058656,L1,2.352159865327098,La Mutinerie
14,Nightlife Spot,48.8621645385461,L1,2.351077888889044,L'Art Brut Bistrot
15,Nightlife Spot,48.861594,L1,2.350888,Demory Paris
16,Nightlife Spot,48.86027814220313,L1,2.3511634430663992,Le Parvis
17,Nightlife Spot,48.86329485253772,L1,2.350919496000866,Indiana Café – Sébastopol
18,Nightlife Spot,48.860566,L1,2.354428,Improvi'bar
19,Nightlife Spot,48.86106,L1,2.354165,Le Rio Del Vin
20,Nightlife Spot,48.86009114492159,L1,2.3532573845897553,Krash Bar
21,Nightlife Spot,48.859911314606286,L1,2.3519408634595473,Le Georges
22,Nightlife Spot,48.86160534143004,L1,2.351538827804342,Serda
23,Nightlife Spot,48.860806325355725,L1,2.3502856492996216,Dr. Feelgood
24,Nightlife Spot,48.86018295035678,L1,2.3504868734814606,Le Komptoir
25,Nightlife Spot,48.859731160821745,L1,2.351746459776075,Les Fontaines
26,Nightlife Spot,48.86329383242844,L1,2.350973169572531,Le Spicy Home Paris
27,Nightlife Spot,48.86262133938911,L1,2.3527094257395302,Snaxx
28,Nightlife Spot,48.861346,L1,2.350735,Barberousse
29,Nightlife Spot,48.86086856370866,L1,2.3545044214436213,Le Bouledogue
30,Nightlife Spot,48.86139257914309,L1,2.3536782558364346,Au Bienheureux
31,Nightlife Spot,48.86233339395784,L1,2.353003684276841,Massage Cafe
32,Nightlife Spot,48.863364,L1,2.351714,Le Dépôt
33,Nightlife Spot,48.861434,L1,2.350237,Le 47
34,Nightlife Spot,48.85988932429481,L1,2.3506451460566087,Bobart'
35,Nightlife Spot,48.862171,L1,2.35298,Blue Square
36,Nightlife Spot,48.86221197223833,L1,2.3527153118904347,Bistrot de l'Horloge
37,Nightlife Spot,48.86337439126657,L1,2.3513823824953435,Addikt Club
38,Nightlife Spot,48.86204045737591,L1,2.3538636316930064,Le Bistrot Beaubourg
39,Nightlife Spot,48.85960853164644,L1,2.351606523698617,Le Brise Miche
40,Nightlife Spot,48.861646,L1,2.350081,Windows café
41,Nightlife Spot,48.8605770867804,L1,2.3503469379651296,Flaq
42,Nightlife Spot,48.86310185356445,L1,2.351571069551551,L'énigme
43,Nightlife Spot,48.863129,L1,2.351301,Sofitel Mybed
44,Nightlife Spot,48.859767,L1,2.352185,"""La Galerie"" (futur bar)"
45,Nightlife Spot,48.862149936528674,L1,2.3492080062513376,Private
46,Nightlife Spot,48.859490402143905,L1,2.352668737349046,Who's
47,Nightlife Spot,48.860121,L1,2.349809,Le Bar duu Bistrot Beaubourg
48,Nightlife Spot,48.85993579774543,L1,2.3545213337868,Comptoir Gourmet
49,Nightlife Spot,48.860025542143056,L1,2.3497350130576615,La Comédie
0,Arts & Entertainment,48.86145207327991,L1,2.3524487463806074,MK2 Beaubourg
1,Arts & Entertainment,48.860444581042955,L1,2.3524904251098633,Centre Pompidou – Musée National d'Art Moderne
2,Arts & Entertainment,48.8613136905913,L1,2.3521934192816403,Atelier Brancusi
3,Arts & Entertainment,48.86176531423173,L1,2.3509580412989792,Centre Culturel de Serbie
4,Arts & Entertainment,48.862954,L1,2.353082,Galerie Daniel Templon
5,Arts & Entertainment,48.860442,L1,2.352137,퐁피두 미술과ㄴ
6,Arts & Entertainment,48.8612472,L1,2.3507709,Galerie Metanoia
7,Arts & Entertainment,48.860665157154486,L1,2.350434511899948,Sergeant Paper
8,Arts & Entertainment,48.859865573453256,L1,2.35264484453933,Essaïon Théâtre
9,Arts & Entertainment,48.86110895255428,L1,2.3506054724555674,Centre Wallonie-Bruxelles
10,Arts & Entertainment,48.86206550912133,L1,2.353824569262506,Galerie Daniel Templon
11,Arts & Entertainment,48.860566,L1,2.354428,Improvi'bar
12,Arts & Entertainment,48.862222160176245,L1,2.3509794253692915,Let's Pik
13,Arts & Entertainment,48.861939,L1,2.350763,New Era introducing
14,Arts & Entertainment,48.859618273518485,L1,2.3515663068192008,IRCAM
15,Arts & Entertainment,48.86039367199744,L1,2.350224012283556,Galerie Linz
16,Arts & Entertainment,48.8620699892781,L1,2.3512436562092502,Galerie Champaka
17,Arts & Entertainment,48.862184,L1,2.351129,Galerie Art Present
18,Arts & Entertainment,48.862065,L1,2.350976,Galerie Dohyang Lee
19,Arts & Entertainment,48.861906,L1,2.350972,Space Invader - Pixel Art
20,Arts & Entertainment,48.862682060035624,L1,2.35382080078125,Galerie Laurent Godin
21,Arts & Entertainment,48.86261324316637,L1,2.3536933958530426,Galerie W
22,Arts & Entertainment,48.859853,L1,2.353586,Pommier Electric Studio
23,Arts & Entertainment,48.86158983297656,L1,2.3532989057946705,Galerie Alexandre Cadain
24,Arts & Entertainment,48.86104787249156,L1,2.3514201667231984,Galerie Koulinsky
25,Arts & Entertainment,48.86183314684022,L1,2.351249161827484,Galerie ADC
26,Arts & Entertainment,48.862711,L1,2.351383,Galerie Frankulyan
27,Arts & Entertainment,48.86102,L1,2.350558,H3 Concept Gallery
28,Arts & Entertainment,48.862473,L1,2.354021,Centre culturel ecole Ti Art
29,Arts & Entertainment,48.86226,L1,2.3499825,Top Sexy
30,Arts & Entertainment,48.860493990176394,L1,2.3521685600280757,Galerie Sud - CNAC
31,Arts & Entertainment,48.862998,L1,2.351611,Gallerie Snoop
32,Arts & Entertainment,48.86038442399212,L1,2.350916008789383,Orel Art
33,Arts & Entertainment,48.860835617772224,L1,2.350485205388395,Galerie Catherine Putman
34,Arts & Entertainment,48.86060574481323,L1,2.3503344412500073,Galerie Flaq
35,Arts & Entertainment,48.86288238738256,L1,2.3538124426849776,Marais Ouest
36,Arts & Entertainment,48.86005567004353,L1,2.351854007288559,André Cadere
37,Arts & Entertainment,48.86265477917466,L1,2.3497588451103364,Space Invader
38,Arts & Entertainment,48.863026,L1,2.353616,Galerie Cortex Athletico
39,Arts & Entertainment,48.860976,L1,2.352502,Pompi relax
40,Arts & Entertainment,48.861057,L1,2.35247,kollektsia
41,Arts & Entertainment,48.85941834429424,L1,2.3525921411782402,Galerie Bernard Ceysson
42,Arts & Entertainment,48.860174,L1,2.351267,The Big Hands
43,Arts & Entertainment,48.860119,L1,2.351599,Collection Nouveaux Media
44,Arts & Entertainment,48.863596,L1,2.353162,Galerie Pascaline Mulliez
45,Arts & Entertainment,48.86002330080282,L1,2.3544097968707396,Giverny
46,Arts & Entertainment,48.86006125654299,L1,2.35064926738689,Jammin Club
47,Arts & Entertainment,48.8594314325586,L1,2.352653941939451,L'Imprimerie
48,Arts & Entertainment,48.85922345410303,L1,2.3529839515686035,Galerie L'Imprimerie
49,Arts & Entertainment,48.86065,L1,2.35174,Cabine Inside Out
0,Food,48.86947032088691,L2,2.307762506469195,Bistro des Champs-Elysées
1,Food,48.869674721253716,L2,2.307828085264563,Le Bistro 25
2,Food,48.8696193404636,L2,2.3067989945411678,Pizza Pino
3,Food,48.86967817811621,L2,2.306657981562072,L'Entrecôte de Paris
4,Food,48.87014631273534,L2,2.3067820189968624,Pomme de Pain
5,Food,48.87003095676322,L2,2.306532490715121,Café di Roma
6,Food,48.870120127896534,L2,2.305990517449024,L'Alsace
7,Food,48.86965787619578,L2,2.3055337122697197,Vapiano
8,Food,48.870007868538636,L2,2.3055893182754517,Five Guys
9,Food,48.86912194863754,L2,2.3045795072126998,Gran Caffé Convivium
10,Food,48.87008219592311,L2,2.310124105310377,Le Carré Élysée
11,Food,48.86962282984994,L2,2.3054199753678604,La Maison de l'Aubrac
12,Food,48.869166834139406,L2,2.3064881125875316,Le Marignan
13,Food,48.87101745385226,L2,2.3064537459697445,Burger King
14,Food,48.871048,L2,2.309406,Sakari
15,Food,48.869900227172224,L2,2.305714770364385,Brasserie Alsace
16,Food,48.86967184115084,L2,2.3055391659503166,Pub Élysée
17,Food,48.870767253914615,L2,2.306377802187729,Open Mind Cafe
18,Food,48.868668,L2,2.306459,Limon
19,Food,48.8707467798823,L2,2.3065735888534697,Le 68 Guy Martin
20,Food,48.87083055431881,L2,2.3085654927348167,Flam's
21,Food,48.87067059890924,L2,2.305755759383262,Café Renault
22,Food,48.86875413015199,L2,2.3049907081235093,Le Confidentiel
23,Food,48.871132013199954,L2,2.3083059438731004,Traiteur Panda
24,Food,48.87071123721354,L2,2.3095895472140637,El Sol - Comptoir Espagnol
25,Food,48.871308789453145,L2,2.307826489296266,Hoki
26,Food,48.869364010951564,L2,2.30491032064531,Santoor
27,Food,48.870986239804736,L2,2.3090188110938406,Le Boudoir
28,Food,48.870503228112064,L2,2.3100730212439364,Domani
29,Food,48.87042666286805,L2,2.310114423846978,Paul
30,Food,48.870346804783125,L2,2.3101433175538912,Hippopotamus
31,Food,48.86987025485287,L2,2.304532527923584,Le Pain Quotidien
32,Food,48.87033882494138,L2,2.305640016830931,L'Atelier Renault Café
33,Food,48.86881935570679,L2,2.308619778308503,Caffè Artcurial
34,Food,48.87097380613609,L2,2.308812509527149,L'Angle
35,Food,48.87105762765223,L2,2.3084302097433316,Bagel & Co
36,Food,48.868837,L2,2.30497,Le Confidential
37,Food,48.868244220406005,L2,2.3062983865602393,Merci Jérôme
38,Food,48.87126934384914,L2,2.306975258189092,Matsuri Boétie
39,Food,48.87076695825851,L2,2.3060014249777505,Le Mont Liban
40,Food,48.87116186011451,L2,2.3082088019405673,L'O à la Bouche
41,Food,48.87108526450895,L2,2.309264206838793,Taisho Ken
42,Food,48.869766,L2,2.3088653,Nostrum
43,Food,48.87143,L2,2.307502,Morny
44,Food,48.87142698676081,L2,2.307130306793727,Le Monte Carlo
45,Food,48.870659048025296,L2,2.3101811201939086,Le Ponthieu Café
46,Food,48.87015341618474,L2,2.306827191560553,L'Aubrac
47,Food,48.87010677065354,L2,2.304389813531551,Le Pichet de Paris
48,Food,48.87043710787791,L2,2.310390424614638,SUBWAY
49,Food,48.869928557502774,L2,2.3041497120545498,Kaïten
0,Shop & Service,48.86976375232966,L2,2.307614230934917,Boutique officielle du PSG
1,Shop & Service,48.86924,L2,2.307876,Abercrombie & Fitch
2,Shop & Service,48.87001635193986,L2,2.3073905265014356,Zara
3,Shop & Service,48.86771560866895,L2,2.3075711676384163,CHANEL Boutique
4,Shop & Service,48.870076711765236,L2,2.3071357682771,Disney Store
5,Shop & Service,48.868251501356546,L2,2.309490591287613,Gucci
6,Shop & Service,48.87111354,L2,2.30682939,Monoprix
7,Shop & Service,48.86971257859467,L2,2.309157504299151,adidas Store
8,Shop & Service,48.870078439512724,L2,2.305283546447754,L'Atelier Renault
9,Shop & Service,48.869997,L2,2.307129,Maje
10,Shop & Service,48.870077,L2,2.30799,Gap
11,Shop & Service,48.86996518545486,L2,2.307767086480162,Zara Home
12,Shop & Service,48.87074590559107,L2,2.305823949618415,Pharmacie Anglaise
13,Shop & Service,48.869742048041815,L2,2.3076977496284505,Paris Saint-Germain
14,Shop & Service,48.86798930689829,L2,2.308023886946504,Yves Saint Laurent
15,Shop & Service,48.870081788053724,L2,2.306062989162138,Agence BNP Paribas
16,Shop & Service,48.86848370701226,L2,2.3081144957008064,Balenciaga
17,Shop & Service,48.870801,L2,2.305653,Tiffany & Co
18,Shop & Service,48.86867258377579,L2,2.309016291986066,Artcurial
19,Shop & Service,48.869662,L2,2.305895,coiff1rst
20,Shop & Service,48.868078338921684,L2,2.308161684521944,Céline
21,Shop & Service,48.86786689244969,L2,2.307879217826012,Fendi
22,Shop & Service,48.87101878824294,L2,2.3061472177505493,La Grande Récré
23,Shop & Service,48.869416189228055,L2,2.3049809380626685,Franprix
24,Shop & Service,48.86962439436569,L2,2.3100030826676248,Zadig & Voltaire
25,Shop & Service,48.871,L2,2.308718,NV Coiffure
26,Shop & Service,48.871173,L2,2.308122,A2Pas
27,Shop & Service,48.86817322765391,L2,2.3084899883556607,Montaigne Market
28,Shop & Service,48.869944,L2,2.31028,Le 4 Casino
29,Shop & Service,48.86792245132589,L2,2.3063966631889343,Ewenlaw
30,Shop & Service,48.87029005607121,L2,2.305647692357374,JAQK Champs-Élysées
31,Shop & Service,48.869268,L2,2.304574,Vilebrequin
32,Shop & Service,48.86769403415524,L2,2.307168721046057,Bonpoint
33,Shop & Service,48.86817960104863,L2,2.3095024763176313,Elie Saab
34,Shop & Service,48.87016873271094,L2,2.309292383949897,Galerie Elysées 26
35,Shop & Service,48.870717102301825,L2,2.3066166043281555,Naf Naf
36,Shop & Service,48.86744842667774,L2,2.306965161793806,Versace
37,Shop & Service,48.86996154967553,L2,2.3063676947025775,CIC Paris Champs Elysées
38,Shop & Service,48.87002900141633,L2,2.308426438415025,Biologique Recherche
39,Shop & Service,48.869885011820024,L2,2.30861918878918,Quiksilver
40,Shop & Service,48.87034691338565,L2,2.3068933247917047,Pharmacie du Drugstore des Champs-Élysées
41,Shop & Service,48.86907129302695,L2,2.304489257520188,Berluti
42,Shop & Service,48.87067873933368,L2,2.3052657372735568,Galerie 66
43,Shop & Service,48.870517,L2,2.305609,NIKE STORE Attractive Paris
44,Shop & Service,48.8675882824824,L2,2.30690266190322,Salvatore Ferragamo
45,Shop & Service,48.870065,L2,2.307279,KGA Avocats
46,Shop & Service,48.87142698676081,L2,2.307130306793727,Le Monte Carlo
47,Shop & Service,48.870029,L2,2.304367,Montale Paris
48,Shop & Service,48.86738334084437,L2,2.3070987455466865,Emilio Pucci
49,Shop & Service,48.8671717,L2,2.3071773,Yves Salomon
0,Bus Stop,48.868794,L2,2.309725,"Arrêt Rond-point des Champs-Élysées [28,42,73,80,83,93]"
0,Metro Station,48.86903397893148,L2,2.309929132461548,"Métro Franklin D. Roosevelt [1,9]"
0,Nightlife Spot,48.86983887500616,L2,2.30816251018924,Unisex
1,Nightlife Spot,48.86923790073285,L2,2.307310757068796,Travelers Club
2,Nightlife Spot,48.87008717948269,L2,2.3044006032984248,67 Hookah Lounge
3,Nightlife Spot,48.869467,L2,2.307411,Poom
4,Nightlife Spot,48.869914,L2,2.307421,Bar des éclairs
5,Nightlife Spot,48.87051421645041,L2,2.307080017444817,Diabolo Opening-terrasse MARTINI
6,Nightlife Spot,48.870495309457276,L2,2.307683502596213,Roudoir
7,Nightlife Spot,48.86948347091675,L2,2.308042,La Paiva
8,Nightlife Spot,48.87093960501314,L2,2.3092513150205547,Néo Club
9,Nightlife Spot,48.8712350458255,L2,2.308109213256523,No Comment
10,Nightlife Spot,48.87081085388691,L2,2.309366255513956,Noir Platine
11,Nightlife Spot,48.870817513253826,L2,2.3093168933990387,L'Aristo
12,Nightlife Spot,48.8711774742952,L2,2.3083806427574727,Bar à Shots du No Comment
13,Nightlife Spot,48.87077020353728,L2,2.3092603571023673,Le Barock
14,Nightlife Spot,48.870434,L2,2.307051,Diabolo
15,Nightlife Spot,48.870182037353516,L2,2.3065733909606934,Le petit bistrot
16,Nightlife Spot,48.868509,L2,2.306499,Marignan Bar
17,Nightlife Spot,48.871379,L2,2.307002,Club 101
18,Nightlife Spot,48.869797202562175,L2,2.305476665496826,Ice Bäar
19,Nightlife Spot,48.8713757880788,L2,2.3076085616247437,French love
20,Nightlife Spot,48.87064810351642,L2,2.3078544437885284,Les Champs et les Vignes
21,Nightlife Spot,48.870986239804736,L2,2.3090188110938406,Le Boudoir
22,Nightlife Spot,48.87080771371867,L2,2.308418425968218,Navy Pub
23,Nightlife Spot,48.870785150665306,L2,2.305882398310931,Le Madam
24,Nightlife Spot,48.869550129088054,L2,2.3052693482695146,25ansM6
25,Nightlife Spot,48.86934449651679,L2,2.3052406311035156,Club Royale
26,Nightlife Spot,48.86951525364873,L2,2.30519828132908,Zig Zag Club
27,Nightlife Spot,48.86957002682898,L2,2.305151361092785,Le Cirque Bonheur
28,Nightlife Spot,48.87064153235278,L2,2.3091565357220873,Barock Club
29,Nightlife Spot,48.87065321229276,L2,2.3091339400319106,L'Éden
30,Nightlife Spot,48.869076,L2,2.30473,Gran Cafe Conviviu
31,Nightlife Spot,48.871433066799206,L2,2.307236553748342,Baroche
32,Nightlife Spot,48.87049,L2,2.306553,Digital Beer
33,Nightlife Spot,48.87139642289979,L2,2.306577443550339,Chesterfield
34,Nightlife Spot,48.86967184115084,L2,2.3055391659503166,Pub Élysée
35,Nightlife Spot,48.87033882494138,L2,2.305640016830931,L'Atelier Renault Café
36,Nightlife Spot,48.871253,L2,2.308923,M George
37,Nightlife Spot,48.870679741066326,L2,2.3101427538342563,Bistrot Le Ponthieu
38,Nightlife Spot,48.87005166517039,L2,2.304380751477428,Blaine Bar
39,Nightlife Spot,48.870932211725936,L2,2.308620787396538,L'ambroisie
40,Nightlife Spot,48.869998931884766,L2,2.30437970161438,Kin Club
41,Nightlife Spot,48.87118898388638,L2,2.3067967152834954,Dogstar
42,Nightlife Spot,48.87067120931799,L2,2.3092177111807484,Carré Ponthieu
43,Nightlife Spot,48.86963016114962,L2,2.305339540157658,Le 1515
44,Nightlife Spot,48.870246,L2,2.304417,First Floor
45,Nightlife Spot,48.870749,L2,2.310379,Cafechic
46,Nightlife Spot,48.87055524323106,L2,2.3073961400455274,Terasse 50
47,Nightlife Spot,48.869425,L2,2.304695,World Place à Paris
48,Nightlife Spot,48.870010373028784,L2,2.3043069759720742,Hobo
49,Nightlife Spot,48.87056612513261,L2,2.3050067743645504,Le Milliardaire
0,Arts & Entertainment,48.869763201290155,L2,2.307460210471654,Gaumont Champs-Élysées Marignan
1,Arts & Entertainment,48.86881935570679,L2,2.308619778308503,Caffè Artcurial
2,Arts & Entertainment,48.871351,L2,2.308188,103 Boetie
3,Arts & Entertainment,48.871089,L2,2.307277,103 Boetie: Ascenseur
4,Arts & Entertainment,48.871089,L2,2.307277,103 Boetie: Table Haute
5,Arts & Entertainment,48.86867258377579,L2,2.309016291986066,Artcurial
6,Arts & Entertainment,48.871182,L2,2.307255,103 Boetie: 6eme Etage
7,Arts & Entertainment,48.87081942873134,L2,2.3090171813964844,infosbar
8,Arts & Entertainment,48.87024,L2,2.309464,Galerie Bartoux
9,Arts & Entertainment,48.868937,L2,2.308941,Guy Tard
10,Arts & Entertainment,48.869864,L2,2.307376,Pascoa Em Paris
11,Arts & Entertainment,48.87073956890702,L2,2.3055470557298667,Spot Graffiti
12,Arts & Entertainment,48.86988789765423,L2,2.3082339763641357,The New Layout
13,Arts & Entertainment,48.86966122350046,L2,2.3056421375092353,Club Marbeuf
14,Arts & Entertainment,48.86938,L2,2.309422,Escale Numerique
15,Arts & Entertainment,48.87072843265237,L2,2.308196096059724,Le Nid Aux Loutres
16,Arts & Entertainment,48.86951058,L2,2.3099613189697266,Salle Jean Tardieu
17,Arts & Entertainment,48.870561,L2,2.305672,In De Zeteul!
18,Arts & Entertainment,48.86766815185547,L2,2.3089733123779297,Les Grosses Têtes
0,Food,48.87117613631753,L3,2.3352729273627397,Higuma
1,Food,48.87119472482671,L3,2.335133854635359,McDonald's
2,Food,48.8712410748527,L3,2.3354744713634834,Pizza Pino
3,Food,48.871479252751186,L3,2.3356756567955017,Hanoi Cà Phê
4,Food,48.87115597357292,L3,2.3350499642188454,Noura
5,Food,48.870636299581186,L3,2.3335862159729004,Starbucks Coffee
6,Food,48.870931551344675,L3,2.3337790362255815,Le Grand Café Capucines
7,Food,48.87140773846024,L3,2.336608762951707,La Taverne
8,Food,48.87129336398436,L3,2.3356430509944284,Le Paradis du Fruit
9,Food,48.871396,L3,2.334935,Wild & the Moon
10,Food,48.871206606196615,L3,2.334904873123288,Burger King
11,Food,48.872488378538684,L3,2.3349621891975403,Cojean
12,Food,48.87128928786273,L3,2.3355841884183666,Léon de Bruxelles
13,Food,48.870950181210254,L3,2.3339456242696888,Hippopotamus
